id,name,assoc_names,original_language,authors,genres,tags,cover_image_url,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,on_reading_lists,reading_list_all_time_rank,rating,rating_votes,recommended_series_ids
9070,The Dark King,"['DK', 'กษัตริย์แห่งความมืด', '黑暗王者']",chinese,"['ancient xi', 'gu xi', '古羲']","['action', 'adventure', 'horror', 'mature', 'mystery', 'sci-fi', 'supernatural', 'tragedy']","['age progression', 'alchemy', 'aliens', 'antihero protagonist', 'betrayal', 'clever protagonist', 'cold protagonist', 'criminals', 'cryostasis', 'cunning protagonist', 'death of loved ones', 'empires', 'evil protagonist', 'genius protagonist', 'gods', 'gore', 'hated protagonist', 'male protagonist', 'modern knowledge', 'monsters', 'mutations', 'politics', 'post-apocalyptic', 'prison', 'romantic subplot', 'schemes and conspiracies', 'serial killers', 'servants', 'special abilities', 'suicides', 'survival', 'technological gap', 'time travel', 'torture', 'weak to strong', 'zombies']",https://cdn.novelupdates.com/images/2020/07/thedarkking4.jpg,2016,TRUE,qidian,webnovel,TRUE,1267 chapters,FALSE,c596,150.4,7680,651,4.1,755,"[4052, 6692, 2582, 6949, 35, 3967]"
32,Konjiki no Moji Tsukai (WN),"['Golden Word Master (WN)', 'Konjiki no Word Master (WN)', '金色の文字使い\u3000～勇者四人に巻き込まれたユニークチート～', '金色文字使: 被四名勇者波及的独特外挂']",japanese,"['tomoto sui', '十本 スイ']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem', 'shounen', 'supernatural']","['adapted to manga', 'anti-social protagonist', 'arrogant characters', 'beast companions', 'beastkin', 'blacksmith', 'books', 'bookworm', 'calm protagonist', 'charismatic protagonist', 'cheats', 'clever protagonist', 'cold protagonist', 'confident protagonist', 'demi-humans', 'demon lord', 'demons', 'dense protagonist', 'eidetic memory', 'fantasy world', 'game elements', 'glasses-wearing protagonist', 'goddesses', 'heroes', 'kingdoms', 'level system', 'loli', 'magic', 'magic formations', 'magical technology', 'maids', 'male protagonist', 'monsters', 'multiple transported individuals', 'older love interests', 'overpowered protagonist', 'protagonist strong from the start', 'royalty', 'special abilities', 'spirits', 'strong love interests', 'strong to stronger', 'summoned hero', 'summoning magic', 'sword and magic', 'time skip', 'transported to another world', 'tsundere', 'underestimated protagonist', 'unique weapon user', 'unique weapons', 'wars', 'world travel', 'younger love interests']",https://cdn.novelupdates.com/images/2015/06/32_knw.jpg,2013,FALSE,fujimi shobo,,TRUE,691 chapters,FALSE,c319,142.4,16866,65,3.9,811,"[447, 249, 2582, 9421, 8122, 3766]"
19818,Tyrannical Wang’s Beloved Wife,['戾王嗜妻如命'],chinese,"['zhao zhao', '昭昭']","['action', 'drama', 'fantasy', 'mature', 'romance']","['ancient china', 'arranged marriage', 'average-looking protagonist', 'broken engagement', 'calm protagonist', 'caring protagonist', 'charming protagonist', 'clever protagonist', 'comedic undertone', 'complex family relationships', 'couple growth', 'cruel characters', 'death of loved ones', 'depictions of cruelty', 'devoted love interests', 'doting love interests', 'doting older siblings', 'familial love', 'fated lovers', 'female protagonist', 'flashbacks', 'handsome male lead', 'imperial harem', 'love interest falls in love first', 'male yandere', 'manipulative characters', 'mature protagonist', 'misunderstandings', 'multiple pov', 'multiple protagonists', 'multiple reincarnated individuals', 'mysterious past', 'obsessive love', 'older love interests', 'past plays a big role', 'politics', 'possessive characters', 'power couple', 'pragmatic protagonist', 'pregnancy', 'previous life talent', 'reincarnation', 'royalty', 'schemes and conspiracies', 'second chance', 'slow romance', 'smart couple', 'strong love interests', 'tragic past', 'tsundere', 'twisted personality', 'unconditional love']",https://cdn.novelupdates.com/images/2018/12/845988.jpg,2016,,xxsy,,TRUE,589 chapters,,c633 part2,25.7,8239,549,4.1,412,"[9010, 5865, 21980, 7989, 13662, 27467]"
4108,Atelier Tanaka,"['Atelier Tanaka - Age = Years Without a Girlfriend', 'Tanaka no Atelier ~ Nenrei Ikōru Kanojo Inai Reki no Renkinjutsu-shi ~', 'Tanaka The Wizard', 'Tanaka ~ Nenrei Ikōru Kanojo Inai Reki no Mahōtsukai ~', '田中~年齢イコール彼女いない歴の魔法使い~', '田中のアトリエ\u3000～年齢イコール彼女いない歴の錬金術師～']",japanese,"['buncololi', 'ぶんころり']","['action', 'adventure', 'comedy', 'drama', 'ecchi', 'fantasy', 'harem', 'mature', 'seinen']","['academy', 'adapted to manga', 'adventurers', 'alchemy', 'aristocracy', 'caring protagonist', 'cheats', 'dense protagonist', 'dragons', 'elves', 'game elements', 'guilds', 'healers', 'hiding true abilities', 'level system', 'loli', 'maids', 'male protagonist', 'misunderstandings', 'monsters', 'multiple pov', 'nobles', 'overpowered protagonist', 'pe*verted protagonist', 'r-15', 'reincarnated in another world', 'reincarnation', 'special abilities', 'sword and magic', 'ugly protagonist']",https://cdn.novelupdates.com/images/2015/12/atelier-tanaka.jpg,2014,FALSE,micro magazine,,TRUE,158 chapters,FALSE,v8c7 part4,13.9,10305,315,3.3,769,"[53613, 10308, 11787, 15703, 15709, 15672]"
10437,The Great Thief,"['TGT', '大盗贼']",chinese,"['boating lyrics', '泛舟填词']","['action', 'adventure', 'fantasy', 'seinen', 'slice of life']","['average-looking protagonist', 'blacksmith', 'clever protagonist', 'crafting', 'dungeons', 'elves', 'game ranking system', 'hard-working protagonist', 'level system', 'male protagonist', 'mmorpg', 'modern day', 'money grubber', 'monsters', 'poor protagonist', 'poor to rich', 'revenge', 'second chance', 'secret identity', 'skill books', 'slow romance', 'sword and magic', 'thieves', 'tragic past', 'virtual reality', 'younger sisters']",https://cdn.novelupdates.com/images/2017/03/thegreatthief.jpg,2015,TRUE,qidian,webnovel,TRUE,1976 chapters,,c92,181.3,3919,2112,3.4,265,"[1291, 392, 9734, 5708, 880, 5089]"
5161,Miracle Throne,"['Kỳ Tích Vương Tọa', '奇迹王座']",chinese,"['half-drunk wanderer', 'tipsy wanderer', '半醉游子']","['action', 'adventure', 'ecchi', 'fantasy', 'harem', 'martial arts', 'romance', 'sci-fi', 'seinen', 'xuanhuan']","['alchemy', 'arrogant characters', 'beast companions', 'business management', 'confident protagonist', 'cultivation', 'doctors', 'eidetic memory', 'elves', 'handsome male lead', 'hot-blooded protagonist', 'inscriptions', 'kingdom building', 'magical technology', 'male protagonist', 'marriage', 'martial spirits', 'medical knowledge', 'past plays a big role', 'phoenixes', 'pill concocting', 'previous life talent', 'ruthless protagonist', 's*aves', 'strength-based social hierarchy', 'technological gap', 'time travel', 'transmigration', 'weak to strong']",https://cdn.novelupdates.com/images/2016/03/Miracle-Throne.jpg,2015,FALSE,17k,,FALSE,658 chapters,,c658 (end),124.7,7421,704,3.8,438,"[6363, 3952, 2039, 6775, 18469, 21237]"
7934,"Miracle Doctor, Abandoned Daughter: The Sly Emperor’s Wild Beast-Tamer Empress","['Divine Doctor Abandoned Girl', 'Miracle Doctor: The Wild Beast-Tamer Empress', 'Thần y bỏ nữ: Quỷ đế ngự thú cuồng phi', '神医弃女：鬼帝的驭兽狂妃']",chinese,"['ms lotus', 'ms phù tử', 'ms芙子']","['action', 'fantasy', 'martial arts', 'mature', 'romance', 'shoujo', 'xuanhuan']","['adapted to manhua', 'alchemy', 'beast companions', 'beasts', 'beautiful female lead', 'black belly', 'bullying', 'cheats', 'cultivation', 'cunning protagonist', 'determined protagonist', 'devoted love interests', 'doctors', 'doting love interests', 'familial love', 'farming', 'female protagonist', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'loli', 'love interest falls in love first', 'love triangles', 'lucky protagonist', 'magic beasts', 'magical space', 'male yandere', 'multiple personalities', 'obsessive love', 'phoenixes', 'pill concocting', 'poisons', 'poor to rich', 'possessive characters', 'revenge', 'r*pe', 's*xual abuse', 'strong love interests', 'transmigration', 'weak to strong']",https://cdn.novelupdates.com/images/2016/09/19251s.jpg,2015,TRUE,qdmm,webnovel,TRUE,6870 chapters,FALSE,c60,105.2,6126,1019,4.1,282,"[17397, 5504, 7983, 6491, 7674, 8499]"
2582,Sevens,"['7th', 'Seventh', 'セブンス']",japanese,"['mishima yomu', 'wai', 'わい／三嶋\u3000与夢']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem', 'mystery', 'psychological', 'romance', 'shounen']","['abandoned children', 'abusive characters', 'adapted to manga', 'adventurers', 'automatons', 'beautiful female lead', 'character growth', 'childhood friends', 'clever protagonist', 'dense protagonist', 'depictions of cruelty', 'devoted love interests', 'dragons', 'dungeons', 'dwarfs', 'elves', 'emotionally weak protagonist', 'family conflict', 'fantasy world', 'firearms', 'goddesses', 'guilds', 'handsome male lead', 'hard-working protagonist', 'human-nonhuman relationship', 'kingdom building', 'leadership', 'magic', 'male protagonist', 'manipulative characters', 'monsters', 'multiple personalities', 'multiple pov', 'mythical beasts', 'naive protagonist', 'nobles', 'past plays a big role', 'politics', 'polygamy', 'r-15', 'royalty', 'schemes and conspiracies', 'spirit advisor', 'strategic battles', 'strong love interests', 'teamwork', 'underestimated protagonist', 'wars', 'weak to strong', 'yandere', 'younger sisters']",https://cdn.novelupdates.com/images/2015/12/sevens.jpg,2014,TRUE,shufunotomosha,j-novel club,TRUE,343 chapters,,,2941,19561,41,4.1,1343,"[759, 1757, 672, 18089, 926, 5470]"
54943,I Became The Villain The Hero Is Obsessed With,"['IBTVTHIOW', 'The Hero Became Obsessed With The Villain', 'ヒーローに執着される悪党になった', '히어로가 집착하는 악당이 되었다']",korean,"['seo eun-ha', 'westway', '서은하']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'harem']","['age progression', 'alternate world', 'angels', 'antihero protagonist', 'beautiful female lead', 'charismatic protagonist', 'cohabitation', 'comedic undertone', 'confident protagonist', 'crime', 'criminals', 'cunning protagonist', 'demons', 'dense protagonist', 'depictions of cruelty', 'dragons', 'enemies become lovers', 'evil organizations', 'famous protagonist', 'friendship', 'gods', 'heroes', 'hiding true identity', 'love interest falls in love first', 'loyal subordinates', 'magic', 'male protagonist', 'misunderstandings', 'mob protagonist', 'modern day', 'multiple pov', 'multiple realms', 'murders', 'mysterious past', 'nationalism', 'obsessive love', 'polygamy', 'proactive protagonist', 'psychic powers', 'psychopaths', 'ruthless protagonist', 'scientists', 'selfless protagonist', 'spatial manipulation', 'special abilities', 'spirits', 'strong love interests', 'terrorists', 'time skip', 'transmigration', 'twisted personality', 'unique weapons', 'unreliable narrator', 'wealthy characters', 'yandere', 'younger love interests']",https://cdn.novelupdates.com/images/2023/04/I-Became-The-Villain-The-Hero-Is-Obsessed-With.png,2022,FALSE,novelpia,,TRUE,425 chapters,,c449,1.5,6179,999,3.9,539,"[45807, 50933, 53471, 55054, 53884, 18700]"
12384,God Of Soul System,"['God Level Sword Soul System', 'GOSS', '神级剑魂系统']",chinese,"['ye nan ting feng', '夜南听风']","['action', 'adventure', 'comedy', 'fantasy']","['age progression', 'beautiful female lead', 'cheats', 'cultivation', 'determined protagonist', 'fanfiction', 'fast cultivation', 'fast learner', 'fleet battles', 'game elements', 'genius protagonist', 'god protagonist', 'handsome male lead', 'hard-working protagonist', 'humanoid protagonist', 'level system', 'male protagonist', 'mature protagonist', 'military', 'multiple realms', 'ninjas', 'overpowered protagonist', 'parody', 'pirates', 'race change', 'romantic subplot', 'ruthless protagonist', 'special abilities', 'sword wielder', 'system administrator', 'transported to another world', 'underestimated protagonist', 'unique cultivation technique', 'wars', 'weak to strong', 'world hopping', 'world travel']",https://cdn.novelupdates.com/images/2017/07/godofsoulsystem.jpg,2017,,qidian,,TRUE,709 chapters,,c709,62.7,4456,1777,3.5,499,"[6661, 13993, 14673, 19092, 19985, 61184]"
8394,Wortenia Senki (WN),"['Record of Wortenia War (WN)', 'ウォルテニア戦記', '沃特尼亚战记']",japanese,"['hori ryouta', '保利亮太']","['action', 'adventure', 'fantasy', 'harem', 'shounen']","['adapted to manga', 'arrogant characters', 'beautiful female lead', 'calm protagonist', 'clever protagonist', 'cunning protagonist', 'depictions of cruelty', 'discrimination', 'elves', 'fearless protagonist', 'guilds', 'hard-working protagonist', 'kingdom building', 'knights', 'male protagonist', 'monsters', 'multiple transported individuals', 'nobles', 'pirates', 'politics', 'protagonist strong from the start', 'revenge', 'royalty', 'ruthless protagonist', 'schemes and conspiracies', 's*ave harem', 's*aves', 'strategist', 'strong to stronger', 'sword and magic', 'torture', 'transported to another world', 'twins', 'war records', 'wars']",https://cdn.novelupdates.com/images/2016/11/Wortenia-war-Vol-1.jpg,2009,TRUE,syosetu,j-novel club,FALSE,233 chapters,FALSE,v6c35,533.7,11261,250,3.7,450,"[459, 2076, 2582, 8122, 3746, 4825]"
16106,"Quick Transmigration: Heroine Arrives, Woman Rapidly Retreats!","['Kuài chuān: Nǚ zhǔ jiàdào', 'nǚ pèi sù tuìsàn!', '快穿：女主驾到，女配速退散！']",chinese,"['sushou zhezhi', '素手折枝']","['adventure', 'fantasy', 'romance', 'sci-fi']","['acting', 'ancient times', 'appearance changes', 'autism', 'beautiful female lead', 'broken engagement', 'businessmen', 'calm protagonist', 'clever protagonist', 'college/university', 'cultivation', 'devoted love interests', 'doting love interests', 'european ambience', 'familial love', 'female protagonist', 'game elements', 'handsome male lead', 'incest', 'interdimensional travel', 'love interest falls in love first', 'magic', 'male yandere', 'modern day', 'multiple realms', 'multiple reincarnated individuals', 'politics', 'possessive characters', 'post-apocalyptic', 'royalty', 'schemes and conspiracies', 'showbiz', 'sibling rivalry', 'strong love interests', 'system administrator', 'transmigration', 'vampires', 'wealthy characters', 'world hopping', 'world travel', 'zombies']",https://cdn.novelupdates.com/images/2018/03/26725s.jpg,2015,,qidian,,TRUE,2214 chapters,FALSE,c430,31.9,7215,756,4.1,318,"[12209, 13943, 15112, 17643, 15326, 15354]"
22218,"You’ve Got The Wrong House, Villain","['YGTWHV', '집 잘못 찾아오셨어요, 악역님']",korean,"['margot', '마르고트']","['action', 'fantasy', 'josei', 'psychological', 'romance', 'sci-fi', 'slice of life', 'supernatural']","['abandoned children', 'adapted to manhwa', 'animal characteristics', 'apathetic protagonist', 'aristocracy', 'assassins', 'beast companions', 'beasts', 'beautiful female lead', 'calm protagonist', 'child abuse', 'clingy lover', 'cold protagonist', 'cooking', 'cruel characters', 'depictions of cruelty', 'european ambience', 'family', 'female protagonist', 'forced living arrangements', 'found family', 'friendship', 'handsome male lead', 'hidden abilities', 'hiding true identity', 'human experimentation', 'kidnappings', 'loner protagonist', 'love interest falls in love first', 'magical technology', 'male yandere', 'medical knowledge', 'multiple identities', 'murders', 'mutations', 'obsessive love', 'organized crime', 'orphans', 'past plays a big role', 'past trauma', 'power couple', 'protagonist strong from the start', 'ruthless protagonist', 'secret identity', 'secret organizations', 'slow romance', 'special abilities', 'strong love interests', 'tragic past', 'transformation ability', 'transmigration', 'tsundere', 'werebeasts']",https://cdn.novelupdates.com/images/2019/08/3620E76C-C0A5-4298-B3E8-7CFBE865540C.jpg,2019,,cl production,,TRUE,185 chapters,,c181,84.6,20271,36,4.3,960,"[26440, 26327, 27280, 26527, 28162, 28164]"
30723,"Greetings, Ninth Uncle","['GNU', 'ยอดสามีของกุลสตรีอันดับหนึ่ง', '九叔万福']",chinese,"['september flowing fire', '九月流火']","['drama', 'fantasy', 'josei', 'romance']","['adopted protagonist', 'ancient china', 'aristocracy', 'arranged marriage', 'beautiful female lead', 'black belly', 'broken engagement', 'calm protagonist', 'charming protagonist', 'childcare', 'clever protagonist', 'complex family relationships', 'confident protagonist', 'cunning protagonist', 'dense protagonist', 'determined protagonist', 'devoted love interests', 'doting love interests', 'female protagonist', 'flashbacks', 'handsome male lead', 'hard-working protagonist', 'hiding true identity', 'imperial harem', 'late romance', 'love interest falls in love first', 'mature protagonist', 'mistaken identity', 'multiple reincarnated individuals', 'nobles', 'older love interests', 'politics', 'possessive characters', 'power couple', 'pragmatic protagonist', 'pregnancy', 'royalty', 'schemes and conspiracies', 'second chance', 'secret identity', 'selfish protagonist', 'seven virtues', 'shameless protagonist', 'sibling rivalry', 'siblings', 'sister complex', 'slow romance', 'smart couple', 'strong love interests', 'tragic past', 'twins']",https://cdn.novelupdates.com/images/2020/05/ninth.jpg,2019,,jjwxc,,TRUE,144 chapters,,extra 2 part4,39.4,11944,202,4.5,834,"[34370, 7989, 29194, 2577, 40820, 17387]"
7989,Eight Treasures Trousseau,"['Bát bảo trang', 'Bā bǎo zhuāng', 'ETT', 'The Eight Treasure Dowry', 'ซ่อนรักวิวาห์ลวง', '八宝妆']",chinese,"[""butterfly's shadow beneath the moon"", 'yue xia die ying', '月下蝶影']","['drama', 'fantasy', 'historical', 'romance', 'slice of life']","['abusive characters', 'ancient china', 'apathetic protagonist', 'arranged marriage', 'beautiful female lead', 'black belly', 'calm protagonist', 'clever protagonist', 'comedic undertone', 'devoted love interests', 'doting love interests', 'famous protagonist', 'female protagonist', 'handsome male lead', 'lazy protagonist', 'love interest falls in love first', 'politics', 'power couple', 'pregnancy', 'royalty', 'schemes and conspiracies', 'slow romance', 'smart couple', 'transmigration', 'underestimated protagonist']",https://cdn.novelupdates.com/images/2016/10/Eight-Treasures-Trousseau.jpg,2014,FALSE,jjwxc,,TRUE,108 chapters,,c108 (end),168.8,13979,111,4.6,1368,"[2577, 5865, 3050, 21980, 9010, 8212]"
7422,The Ultimate Evolution,"['TUE', '最终进化']",chinese,"['juantu', 'volume of soil', '卷土']","['action', 'adventure', 'comedy', 'fantasy', 'horror', 'martial arts', 'mature', 'mystery', 'psychological', 'romance', 'sci-fi', 'supernatural']","['artificial intelligence', 'charismatic protagonist', 'confident protagonist', 'determined protagonist', 'evil protagonist', 'evolution', 'fanfiction', 'firearms', 'fleet battles', 'game elements', 'gangs', 'hiding true abilities', 'hot-blooded protagonist', 'magic', 'male protagonist', 'military', 'movies', 'parody', 'romantic subplot', 'ruthless protagonist', 'schemes and conspiracies', 'servants', 'skill assimilation', 'survival', 'transported to another world', 'weak to strong', 'world travel']",https://cdn.novelupdates.com/images/2017/04/The-Ultimate-Evolution.jpg,2011,TRUE,qidian,webnovel,TRUE,1460 chapters,,,40.3,6172,1004,3.8,665,"[370, 1220, 6979, 496, 5651, 19092]"
18139,"Quick Transmigration System: Male God, Come Here",['快穿系统：男神，你过来'],chinese,"['pineapple cake', '凤梨糕']","['action', 'adventure', 'comedy', 'drama', 'josei', 'mystery', 'romance', 'shoujo', 'tragedy']","['abusive characters', 'acting', 'ancient times', 'arranged marriage', 'beautiful female lead', 'betrayal', 'black belly', 'calm protagonist', 'charming protagonist', 'clever protagonist', 'cold love interests', 'confident protagonist', 'cultivation', 'determined protagonist', 'devoted love interests', 'episodic', 'female protagonist', 'game elements', 'interdimensional travel', 'love interest falls in love first', 'male yandere', 'manipulative characters', 'modern day', 'multiple realms', 'narcissistic protagonist', 'otaku', 'possessive characters', 'revenge', 'r*pe', 's*xual abuse', 'shameless protagonist', 'sharp-tongued characters', 'showbiz', 'sickly characters', 'system administrator', 'transmigration', 'tsundere', 'wealthy characters', 'world hopping', 'zombies']",https://cdn.novelupdates.com/images/2018/08/t5_20980484.jpg,,,yunqi,,FALSE,3112 chapters,FALSE,c1544,2.5,7709,646,4.4,423,"[24912, 17643, 25860, 22200, 25622, 20461]"
17086,The Returner,"['Deo Li Teo Neo', '더 리터너']",korean,"['la-el', '라엘']","['action', 'comedy', 'fantasy', 'harem', 'shounen']","['antihero protagonist', 'demon lord', 'demons', 'dense protagonist', 'dragons', 'elves', 'goddesses', 'gods', 'lazy protagonist', 'love interest falls in love first', 'male protagonist', 'modern day', 'monsters', 'overpowered protagonist', 'parody', 'protagonist strong from the start', 'returning from another world', 'schemes and conspiracies', 'succubus', 'yandere']",https://cdn.novelupdates.com/images/2018/05/the-returner.png,2016,FALSE,bbul media,,TRUE,585 chapters,FALSE,c465,99.1,5828,1124,2.9,546,"[7050, 7206, 18089, 7548, 12299, 299]"
15640,I Was Kicked out of the Hero’s Party Because I Wasn’t a True Companion so I Decided to Have a Slow Life at the Frontier,"[""Banished from the Hero's Party, I Decided to Live a Quiet Life in the Countryside (LN)"", 'Shin no Nakama janai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni shimashita', 'Slow Life Frontier', '不是真正同伴的我被逐出了勇者队伍，于是决定在边境过上慢生活', '真の仲間じゃないと勇者のパーティーを追い出されたので、辺境でスローライフすることにしました']",japanese,"['zappon', 'ざっぽん']","['action', 'adventure', 'comedy', 'fantasy', 'romance', 'shounen', 'slice of life']","['adapted to anime', 'adapted to drama cd', 'adapted to manga', 'adventurers', 'beautiful female lead', 'brother complex', 'calm protagonist', 'carefree protagonist', 'cooking', 'couple growth', 'dense protagonist', 'divine protection', 'early romance', 'elves', 'fantasy world', 'first-time interc**rse', 'former hero', 'guilds', 'heroes', 'hiding true abilities', 'hiding true identity', 'kind love interests', 'kuudere', 'level system', 'love interest falls in love first', 'male protagonist', 'medical knowledge', 'multiple pov', 'pharmacist', 'protagonist strong from the start', 'smart couple', 'strong love interests', 'sword and magic', 'underestimated protagonist', 'yandere', 'younger sisters']",https://cdn.novelupdates.com/images/2018/04/I-Was-Kicked-out-of-the-Hero’s-Party-Because-I-Wasn’t-a-True-Companion-so-I-Decided-to-Have-a-Slow-Life-at-the-Frontier.jpg,2017,TRUE,kadokawa,yen press,FALSE,164 chapters,FALSE,c164,108.9,13966,112,4,431,"[13375, 18089, 12571, 7400, 19753, 1107]"
5196,Galactic Dark Net,"['GDN', '超时空黑暗交易网']",chinese,"['9 lightyears per second', 'sonic nine light year', '秒速九光年']","['action', 'adventure', 'drama', 'fantasy', 'sci-fi', 'supernatural', 'xuanhuan']","['aliens', 'army building', 'artifacts', 'artificial intelligence', 'beast companions', 'beautiful female lead', 'bloodlines', 'body tempering', 'clever protagonist', 'cultivation', 'dark', 'determined protagonist', 'dragons', 'evolution', 'fast cultivation', 'firearms', 'futuristic setting', 'genius protagonist', 'hard-working protagonist', 'male protagonist', 'merchants', 'monsters', 'mutated creatures', 'mysterious family background', 'outer space', 'politics', 'poor to rich', 'psychic powers', 'romantic subplot', 'ruthless protagonist', 'shameless protagonist', 'sharp-tongued characters', 's*aves', 'special abilities', 'strategist', 'strength-based social hierarchy', 'time skip', 'unique cultivation technique', 'wars', 'weak to strong', 'world travel']",https://cdn.novelupdates.com/images/2017/03/Galactic-Dark-Net.jpg,2015,TRUE,qidian,webnovel,TRUE,470 chapters,,,2787,8417,521,4,1196,"[35, 9421, 7206, 7913, 130, 6150]"
13119,Isekai ni Kita Boku wa Kiyoubinbode Subaya-sa Tayorina Tabi o Suru,"['I Came to Another World as a Jack of All Trades and a Master of None to Journey while Relying on Quickness', 'Jack of All Trades', '異世界に来た僕は器用貧乏で素早さ頼りな旅をする']",japanese,"['kamifuusen', '紙風船']","['action', 'adventure', 'fantasy', 'mature', 'romance', 'shounen', 'slice of life']","['adapted to manga', 'adventurers', 'appearance different from actual age', 'beautiful female lead', 'caring protagonist', 'clever protagonist', 'clingy lover', 'couple growth', 'devoted love interests', 'dragons', 'early romance', 'elemental magic', 'elves', 'fantasy world', 'female master', 'first love', 'first-time interc**rse', 'game elements', 'gods', 'guilds', 'heroes', 'jack of all trades', 'kind love interests', 'level system', 'male protagonist', 'mismatched couple', 'monsters', 'multiple reincarnated individuals', 'naive protagonist', 'older love interests', 'past plays a big role', 'past trauma', 'power couple', 'r-15', 'romantic subplot', 'skill assimilation', 'special abilities', 'strong love interests', 'sudden strength gain', 'sudden wealth', 'summoning magic', 'sword and magic', 'tragic past', 'transported to another world', 'weak to strong']",https://cdn.novelupdates.com/images/2019/11/Isekai-ni-Kita-Boku-wa-Kiyoubinbode-Subaya-sa-Tayorina-Tabi-o-Suru.jpg,2016,FALSE,shueisha,,TRUE,403 chapters,,c403,79.4,11850,207,3.9,456,"[18089, 3994, 19188, 18980, 17281, 12584]"
4577,The Magus Era,"['WuShenJi', '巫神纪']",chinese,"['blood red', 'xue hong', '血红']","['action', 'adventure', 'drama', 'harem', 'mature', 'supernatural', 'xuanhuan']","['age progression', 'ancient times', 'beast companions', 'beautiful female lead', 'bloodlines', 'buddhism', 'child protagonist', 'clever protagonist', 'cultivation', 'dao comprehension', 'daoism', 'dragons', 'fast cultivation', 'friendship', 'gods', 'handsome male lead', 'hard-working protagonist', 'human-nonhuman relationship', 'jack of all trades', 'late romance', 'lucky protagonist', 'magic', 'male protagonist', 'master-disciple relationship', 'mythology', 'phoenixes', 'polygamy', 'previous life talent', 'reincarnated in another world', 'romantic subplot', 'ruthless protagonist', 'soul power', 'spear wielder', 'spirit advisor', 'strong to stronger', 'tribal society', 'unique cultivation technique', 'wars']",https://cdn.novelupdates.com/images/2016/06/bigger-cover.jpg,2015,TRUE,qidian,webnovel,TRUE,1901 chapters,,c35,661,7175,766,3.4,549,"[5495, 9421, 179, 465, 3967, 4745]"
4510,"Skeleton Knight, in Another World","['Gaikotsu Kishi-sama, Tadaima Isekai e Odekake-chuu', '骸骨騎士様、只今異世界へお出掛け中']",japanese,"['hakari ennki', '秤猿鬼']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'shounen', 'supernatural']","['adapted to anime', 'adapted to manga', 'beast companions', 'beastkin', 'beautiful female lead', 'cooking', 'curses', 'dense protagonist', 'elves', 'game elements', 'gore', 'guilds', 'humanoid protagonist', 'kingdoms', 'knights', 'magic', 'male protagonist', 'mercenaries', 'monsters', 'multiple pov', 'ninjas', 'nobles', 'overpowered protagonist', 'pets', 'protagonist strong from the start', 'r-15', 'royalty', 'r*pe', 'strong love interests', 'summoning magic', 'sword and magic', 'sword wielder', 'transported into a game world', 'transported to another world', 'tsundere', 'unlucky protagonist', 'world travel']",https://cdn.novelupdates.com/images/2019/02/sketeonknightv1cover_c.jpg,2014,TRUE,overlap,seven seas,TRUE,199 chapters,,v8 afterwords,150.3,14995,92,3.9,634,"[675, 591, 31773, 11114, 4076, 406]"
17593,"Godly Farmer Doctor: Arrogant Husband, Can’t Afford to Offend!",['傲娇夫君，惹不起！'],chinese,"['xiao xiao mu tong', '小小牧童']","['fantasy', 'romance']","['amnesia', 'ancient china', 'beautiful female lead', 'calm protagonist', 'caring protagonist', 'clever protagonist', 'complex family relationships', 'cooking', 'doctors', 'farming', 'female protagonist', 'generals', 'handsome male lead', 'love triangles', 'medical knowledge', 'modern knowledge', 'older love interests', 'pill concocting', 'politics', 'poor protagonist', 'poor to rich', 'royalty', 'schemes and conspiracies', 'slow romance', 'transmigration']",https://cdn.novelupdates.com/images/2018/06/GFFD.jpg,2017,FALSE,yunqi,,TRUE,1891 chapters,FALSE,c1325,30.1,5291,1334,3.6,152,"[22848, 7701, 6283, 10036, 23800, 27467]"
24468,The Villain and the Cannon Fodder’s Mother,"['VCFM', '穿成炮灰他妈']",chinese,['情书'],"['comedy', 'josei', 'romance', 'slice of life']","['acting', 'beautiful female lead', 'chefs', 'clever protagonist', 'cold protagonist', 'cooking', 'cute children', 'divorce', 'doting love interests', 'family business', 'female protagonist', 'handsome male lead', 'hard-working protagonist', 'kind love interests', 'late romance', 'livestreaming', 'love interest falls in love first', 'low-key protagonist', 'modern day', 'restaurant', 'romantic subplot', 'sister complex', 'slow romance', 'transmigration']",https://cdn.novelupdates.com/images/2020/11/VCFM-v2.jpg,2018,,jjwxc,,TRUE,118 chapters,,c279-282,82.8,10219,326,4.1,505,"[23807, 27280, 28980, 26527, 26504, 24560]"
